KC_term,gene
IS GENOTOXIC,HMGA2
IS GENOTOXIC,LMNB1
IS GENOTOXIC,UBN1
IS METABOLICALLY ACTIVATED OR REACTIVE,ABCC1
IS METABOLICALLY ACTIVATED OR REACTIVE,ABCC3
IS METABOLICALLY ACTIVATED OR REACTIVE,ABCF2
IS METABOLICALLY ACTIVATED OR REACTIVE,ABCG2
IS METABOLICALLY ACTIVATED OR REACTIVE,AKT1
IS METABOLICALLY ACTIVATED OR REACTIVE,AKT2
IS METABOLICALLY ACTIVATED OR REACTIVE,AKT3
IS METABOLICALLY ACTIVATED OR REACTIVE,AMER1
IS METABOLICALLY ACTIVATED OR REACTIVE,AREG
IS METABOLICALLY ACTIVATED OR REACTIVE,ATF4
IS METABOLICALLY ACTIVATED OR REACTIVE,BACH1
IS METABOLICALLY ACTIVATED OR REACTIVE,BCL2
IS METABOLICALLY ACTIVATED OR REACTIVE,BCL2L1
IS METABOLICALLY ACTIVATED OR REACTIVE,BRCA1
IS METABOLICALLY ACTIVATED OR REACTIVE,BTRC
IS METABOLICALLY ACTIVATED OR REACTIVE,CCL2
IS METABOLICALLY ACTIVATED OR REACTIVE,CDKN1A
IS METABOLICALLY ACTIVATED OR REACTIVE,CDKN2A
IS METABOLICALLY ACTIVATED OR REACTIVE,CREBBP
IS METABOLICALLY ACTIVATED OR REACTIVE,CSNK2A1
IS METABOLICALLY ACTIVATED OR REACTIVE,CSNK2A2
IS METABOLICALLY ACTIVATED OR REACTIVE,CSNK2B
IS METABOLICALLY ACTIVATED OR REACTIVE,CUL1
IS METABOLICALLY ACTIVATED OR REACTIVE,CUL3
IS METABOLICALLY ACTIVATED OR REACTIVE,DPP3
IS METABOLICALLY ACTIVATED OR REACTIVE,EGF
IS METABOLICALLY ACTIVATED OR REACTIVE,EIF2AK3
IS METABOLICALLY ACTIVATED OR REACTIVE,EP300
IS METABOLICALLY ACTIVATED OR REACTIVE,FBXL17
IS METABOLICALLY ACTIVATED OR REACTIVE,G6PD
IS METABOLICALLY ACTIVATED OR REACTIVE,GCLC
IS METABOLICALLY ACTIVATED OR REACTIVE,GCLM
IS METABOLICALLY ACTIVATED OR REACTIVE,GSK3B
IS METABOLICALLY ACTIVATED OR REACTIVE,GSR
IS METABOLICALLY ACTIVATED OR REACTIVE,GSTA1
IS METABOLICALLY ACTIVATED OR REACTIVE,GSTA3
IS METABOLICALLY ACTIVATED OR REACTIVE,HMOX1
IS METABOLICALLY ACTIVATED OR REACTIVE,IDH1
IS METABOLICALLY ACTIVATED OR REACTIVE,IL8
IS METABOLICALLY ACTIVATED OR REACTIVE,KEAP1
IS METABOLICALLY ACTIVATED OR REACTIVE,MAFG
IS METABOLICALLY ACTIVATED OR REACTIVE,MAFK
IS METABOLICALLY ACTIVATED OR REACTIVE,MAP1LC3B
IS METABOLICALLY ACTIVATED OR REACTIVE,ME1
IS METABOLICALLY ACTIVATED OR REACTIVE,MIR155
IS METABOLICALLY ACTIVATED OR REACTIVE,MIR196A1
IS METABOLICALLY ACTIVATED OR REACTIVE,MIR98
IS METABOLICALLY ACTIVATED OR REACTIVE,MIRLET7B
IS METABOLICALLY ACTIVATED OR REACTIVE,MIRLET7C
IS METABOLICALLY ACTIVATED OR REACTIVE,MUL1
IS METABOLICALLY ACTIVATED OR REACTIVE,MYC
IS METABOLICALLY ACTIVATED OR REACTIVE,NFE2L2
IS METABOLICALLY ACTIVATED OR REACTIVE,NFKB1
IS METABOLICALLY ACTIVATED OR REACTIVE,NOTCH1
IS METABOLICALLY ACTIVATED OR REACTIVE,NPLOC4
IS METABOLICALLY ACTIVATED OR REACTIVE,NQO1
IS METABOLICALLY ACTIVATED OR REACTIVE,PALB2
IS METABOLICALLY ACTIVATED OR REACTIVE,PDGFA
IS METABOLICALLY ACTIVATED OR REACTIVE,PGD
IS METABOLICALLY ACTIVATED OR REACTIVE,PRDX1
IS METABOLICALLY ACTIVATED OR REACTIVE,PRKAA2
IS METABOLICALLY ACTIVATED OR REACTIVE,PRKCD
IS METABOLICALLY ACTIVATED OR REACTIVE,PRKCI
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMA1
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMA2
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMA3
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMA4
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMA5
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMA6
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMA7
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMA8
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMB1
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMB10
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMB11
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMB2
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMB3
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMB4
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMB5
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMB6
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMB7
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMB8
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMB9
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMC1
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMC2
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMC3
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMC4
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMC5
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMC6
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMD1
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMD10
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMD11
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMD12
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMD13
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMD14
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMD2
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMD3
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMD4
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMD5
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMD6
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMD7
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMD8
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMD9
IS METABOLICALLY ACTIVATED OR REACTIVE,PSME1
IS METABOLICALLY ACTIVATED OR REACTIVE,PSME2
IS METABOLICALLY ACTIVATED OR REACTIVE,PSME3
IS METABOLICALLY ACTIVATED OR REACTIVE,PSME4
IS METABOLICALLY ACTIVATED OR REACTIVE,PSMF1
IS METABOLICALLY ACTIVATED OR REACTIVE,RBX1
IS METABOLICALLY ACTIVATED OR REACTIVE,RELA
IS METABOLICALLY ACTIVATED OR REACTIVE,RPS27A
IS METABOLICALLY ACTIVATED OR REACTIVE,SEM1
IS METABOLICALLY ACTIVATED OR REACTIVE,SESN1
IS METABOLICALLY ACTIVATED OR REACTIVE,SESN2
IS METABOLICALLY ACTIVATED OR REACTIVE,SKP1
IS METABOLICALLY ACTIVATED OR REACTIVE,SKP2
IS METABOLICALLY ACTIVATED OR REACTIVE,SLC7A11
IS METABOLICALLY ACTIVATED OR REACTIVE,SOD3
IS METABOLICALLY ACTIVATED OR REACTIVE,SP1
IS METABOLICALLY ACTIVATED OR REACTIVE,SQSTM1
IS METABOLICALLY ACTIVATED OR REACTIVE,SRXN1
IS METABOLICALLY ACTIVATED OR REACTIVE,TALDO1
IS METABOLICALLY ACTIVATED OR REACTIVE,TKT
IS METABOLICALLY ACTIVATED OR REACTIVE,TRIM21
IS METABOLICALLY ACTIVATED OR REACTIVE,TXN
IS METABOLICALLY ACTIVATED OR REACTIVE,TXNRD1
IS METABOLICALLY ACTIVATED OR REACTIVE,UBA52
IS METABOLICALLY ACTIVATED OR REACTIVE,UBB
IS METABOLICALLY ACTIVATED OR REACTIVE,UBC
IS METABOLICALLY ACTIVATED OR REACTIVE,UBXN7
IS METABOLICALLY ACTIVATED OR REACTIVE,UFD1L
IS METABOLICALLY ACTIVATED OR REACTIVE,VCP
IS METABOLICALLY ACTIVATED OR REACTIVE,X
IS METABOLICALLY ACTIVATED OR REACTIVE,ABCB1
IS METABOLICALLY ACTIVATED OR REACTIVE,ABCC2
IS METABOLICALLY ACTIVATED OR REACTIVE,ABCC4
IS METABOLICALLY ACTIVATED OR REACTIVE,ABCC5
IS METABOLICALLY ACTIVATED OR REACTIVE,ACSM2A
IS METABOLICALLY ACTIVATED OR REACTIVE,ACSM2B
IS METABOLICALLY ACTIVATED OR REACTIVE,ACSM4
IS METABOLICALLY ACTIVATED OR REACTIVE,ACSM5
IS METABOLICALLY ACTIVATED OR REACTIVE,ACY1
IS METABOLICALLY ACTIVATED OR REACTIVE,ADA
IS METABOLICALLY ACTIVATED OR REACTIVE,ADAL
IS METABOLICALLY ACTIVATED OR REACTIVE,ADH1A
IS METABOLICALLY ACTIVATED OR REACTIVE,ADK
IS METABOLICALLY ACTIVATED OR REACTIVE,AKR1C1
IS METABOLICALLY ACTIVATED OR REACTIVE,ALB
IS METABOLICALLY ACTIVATED OR REACTIVE,BCHE
IS METABOLICALLY ACTIVATED OR REACTIVE,BSG
IS METABOLICALLY ACTIVATED OR REACTIVE,CES1
IS METABOLICALLY ACTIVATED OR REACTIVE,CES2
IS METABOLICALLY ACTIVATED OR REACTIVE,CNDP2
IS METABOLICALLY ACTIVATED OR REACTIVE,CYP2C19
IS METABOLICALLY ACTIVATED OR REACTIVE,CYP2C8
IS METABOLICALLY ACTIVATED OR REACTIVE,CYP2C9
IS METABOLICALLY ACTIVATED OR REACTIVE,CYP2D6
IS METABOLICALLY ACTIVATED OR REACTIVE,CYP2E1
IS METABOLICALLY ACTIVATED OR REACTIVE,CYP3A4
IS METABOLICALLY ACTIVATED OR REACTIVE,GGT1
IS METABOLICALLY ACTIVATED OR REACTIVE,GGT3P
IS METABOLICALLY ACTIVATED OR REACTIVE,GGT5
IS METABOLICALLY ACTIVATED OR REACTIVE,GGT6
IS METABOLICALLY ACTIVATED OR REACTIVE,GGT7
IS METABOLICALLY ACTIVATED OR REACTIVE,GLYAT
IS METABOLICALLY ACTIVATED OR REACTIVE,GLYATL1
IS METABOLICALLY ACTIVATED OR REACTIVE,GLYATL2
IS METABOLICALLY ACTIVATED OR REACTIVE,GLYATL3
IS METABOLICALLY ACTIVATED OR REACTIVE,GMPS
IS METABOLICALLY ACTIVATED OR REACTIVE,GSTA2
IS METABOLICALLY ACTIVATED OR REACTIVE,GSTM1
IS METABOLICALLY ACTIVATED OR REACTIVE,GSTP1
IS METABOLICALLY ACTIVATED OR REACTIVE,GSTT1
IS METABOLICALLY ACTIVATED OR REACTIVE,GUK1
IS METABOLICALLY ACTIVATED OR REACTIVE,HPRT1
IS METABOLICALLY ACTIVATED OR REACTIVE,HSD11B1
IS METABOLICALLY ACTIVATED OR REACTIVE,HSD11B2
IS METABOLICALLY ACTIVATED OR REACTIVE,IMPDH1
IS METABOLICALLY ACTIVATED OR REACTIVE,IMPDH2
IS METABOLICALLY ACTIVATED OR REACTIVE,ITPA
IS METABOLICALLY ACTIVATED OR REACTIVE,NAT1
IS METABOLICALLY ACTIVATED OR REACTIVE,NAT2
IS METABOLICALLY ACTIVATED OR REACTIVE,NME1
IS METABOLICALLY ACTIVATED OR REACTIVE,NME2
IS METABOLICALLY ACTIVATED OR REACTIVE,NT5C2
IS METABOLICALLY ACTIVATED OR REACTIVE,NUDT15
IS METABOLICALLY ACTIVATED OR REACTIVE,PCK1
IS METABOLICALLY ACTIVATED OR REACTIVE,PNP
IS METABOLICALLY ACTIVATED OR REACTIVE,PON1
IS METABOLICALLY ACTIVATED OR REACTIVE,PON3
IS METABOLICALLY ACTIVATED OR REACTIVE,RAC1
IS METABOLICALLY ACTIVATED OR REACTIVE,SERPINA6
IS METABOLICALLY ACTIVATED OR REACTIVE,SLC16A1
IS METABOLICALLY ACTIVATED OR REACTIVE,SLC22A1
IS METABOLICALLY ACTIVATED OR REACTIVE,SLC22A2
IS METABOLICALLY ACTIVATED OR REACTIVE,SLC22A3
IS METABOLICALLY ACTIVATED OR REACTIVE,SLC22A7
IS METABOLICALLY ACTIVATED OR REACTIVE,SLC22A8
IS METABOLICALLY ACTIVATED OR REACTIVE,SLC28A2
IS METABOLICALLY ACTIVATED OR REACTIVE,SLC28A3
IS METABOLICALLY ACTIVATED OR REACTIVE,SLC29A1
IS METABOLICALLY ACTIVATED OR REACTIVE,SLC29A2
IS METABOLICALLY ACTIVATED OR REACTIVE,SLC29A3
IS METABOLICALLY ACTIVATED OR REACTIVE,SLCO1A2
IS METABOLICALLY ACTIVATED OR REACTIVE,SLCO1B1
IS METABOLICALLY ACTIVATED OR REACTIVE,SLCO1B3
IS METABOLICALLY ACTIVATED OR REACTIVE,SLCO2B1
IS METABOLICALLY ACTIVATED OR REACTIVE,SULT1A1
IS METABOLICALLY ACTIVATED OR REACTIVE,SULT1A3
IS METABOLICALLY ACTIVATED OR REACTIVE,SULT1A4
IS METABOLICALLY ACTIVATED OR REACTIVE,SULT1C4
IS METABOLICALLY ACTIVATED OR REACTIVE,SULT1E1
IS METABOLICALLY ACTIVATED OR REACTIVE,SULT2A1
IS METABOLICALLY ACTIVATED OR REACTIVE,TPMT
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT1A1
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT1A10
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT1A3
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT1A4
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT1A5
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT1A6
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT1A7
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT1A8
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT1A9
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT2A1
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT2A2
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT2A3
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT2B10
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT2B11
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT2B15
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT2B17
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT2B28
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT2B4
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT2B7
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT3A1
IS METABOLICALLY ACTIVATED OR REACTIVE,UGT3A2
IS METABOLICALLY ACTIVATED OR REACTIVE,VAV1
IS METABOLICALLY ACTIVATED OR REACTIVE,VAV2
IS METABOLICALLY ACTIVATED OR REACTIVE,VAV3
IS METABOLICALLY ACTIVATED OR REACTIVE,XDH
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,ACTA2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,ADAM10
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,ADAM17
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,AGO1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,AGO2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,AGO3
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,AGO4
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,AKT1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,APH1A
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,APH1B
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,ARRB1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,ARRB2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,ATP2A1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,ATP2A2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,ATP2A3
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,B4GALT1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,CCNC
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,CCND1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,CDK8
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,CNTN1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,CREB1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,CREBBP
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,CUL1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,DLGAP5
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,DLK1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,DLL1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,DLL4
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,DNER
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,DTX1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,DTX2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,DTX4
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,E2F1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,E2F3
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,EGF
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,EGFR
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,ELF3
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,EP300
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,FABP7
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,FBXW7
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,FCER2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,FLT4
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,FURIN
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,GZMB
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2AB1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2AC14
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2AC18
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2AC20
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2AC4
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2AC6
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2AC7
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2AFX
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2AJ
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2AZ2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2BC1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2BC11
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2BC12
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2BC12L
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2BC13
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2BC14
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2BC15
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2BC17
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2BC21
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2BC26
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2BC3
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2BC4
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2BC5
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H2BC9
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H3-3A
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H3C1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H3C15
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,H4C1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,HDAC1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,HDAC10
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,HDAC11
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,HDAC2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,HDAC3
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,HDAC4
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,HDAC5
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,HDAC6
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,HDAC7
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,HDAC8
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,HDAC9
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,HES1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,HES5
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,HEY1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,HEY2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,HEYL
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,HIF1A
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,IKZF1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,ITCH
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,JAG1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,JAG2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,JUN
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,KAT2A
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,KAT2B
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,LFNG
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MAML1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MAML2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MAML3
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MAMLD1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MDK
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MFNG
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MIB1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MIB2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MIR150
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MIR181C
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MIR200B
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MIR200C
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MIR206
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MIR302A
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MIR34A
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MIR34B
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MIR34C
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MIR449A
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MIR449B
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MIR449C
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MOV10
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,MYC
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,NBEA
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,NCOR1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,NCOR2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,NCSTN
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,NEURL1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,NEURL1B
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,NOTCH1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,NOTCH2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,NOTCH3
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,NOTCH4
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,NUMB
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PBX1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PLXND1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,POFUT1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,POGLUT1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PRKCI
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSEN1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSEN2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSENEN
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMA1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMA2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMA3
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMA4
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMA5
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMA6
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMA7
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMB1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMB10
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMB2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMB3
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMB4
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMB5
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMB6
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMB7
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMB8
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMB9
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMC1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMC2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMC3
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMC4
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMC5
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMC6
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMD1
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMD10
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMD11
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMD12
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMD13
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMD14
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMD2
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMD3
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMD4
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMD5
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMD6
ALTERS CELL-CELL INTERACTIONS AND COMMUNICATION,PSMD7
