"","KC_term","gene"
"3752","CAUSES INFLAMMATION","VAV3"
"3753","CAUSES INFLAMMATION","HCST"
"3754","CAUSES INFLAMMATION","SH2D1B"
"3755","CAUSES INFLAMMATION","RAET1E"
"3756","CAUSES INFLAMMATION","RAET1L"
"3757","CAUSES INFLAMMATION","PTK2B"
"3758","CAUSES INFLAMMATION","KLRK1"
"3759","CAUSES INFLAMMATION","SHC2"
"3760","CAUSES INFLAMMATION","NCR3"
"3761","CAUSES INFLAMMATION","LAT"
"3762","CAUSES INFLAMMATION","GRB2"
"3763","CAUSES INFLAMMATION","GZMB"
"3764","CAUSES INFLAMMATION","HLA-A"
"3765","CAUSES INFLAMMATION","HLA-B"
"3766","CAUSES INFLAMMATION","HLA-C"
"3767","CAUSES INFLAMMATION","HLA-E"
"3768","CAUSES INFLAMMATION","HLA-G"
"3769","CAUSES INFLAMMATION","ICAM1"
"3770","CAUSES INFLAMMATION","ICAM2"
"3771","CAUSES INFLAMMATION","IFNG"
"3772","CAUSES INFLAMMATION","IFNGR1"
"3773","CAUSES INFLAMMATION","IFNGR2"
"3774","CAUSES INFLAMMATION","RAET1G"
"3775","CAUSES INFLAMMATION","FAS"
"3776","CAUSES INFLAMMATION","FASLG"
"3777","CAUSES INFLAMMATION","ARAF"
"3778","CAUSES INFLAMMATION","KIR2DL1"
"3779","CAUSES INFLAMMATION","KIR2DL2"
"3780","CAUSES INFLAMMATION","KIR2DL3"
"3781","CAUSES INFLAMMATION","KIR2DL4"
"3782","CAUSES INFLAMMATION","KIR2DS1"
"3783","CAUSES INFLAMMATION","KIR2DS3"
"3784","CAUSES INFLAMMATION","KIR2DS4"
"3785","CAUSES INFLAMMATION","KIR2DS5"
"3786","CAUSES INFLAMMATION","KIR3DL1"
"3787","CAUSES INFLAMMATION","KIR3DL2"
"3788","CAUSES INFLAMMATION","KLRC1"
"3789","CAUSES INFLAMMATION","KLRC2"
"3790","CAUSES INFLAMMATION","KLRC3"
"3791","CAUSES INFLAMMATION","KLRD1"
"3792","CAUSES INFLAMMATION","LCK"
"3793","CAUSES INFLAMMATION","SHC4"
"3794","CAUSES INFLAMMATION","SH2D1A"
"3795","CAUSES INFLAMMATION","MICB"
"3796","CAUSES INFLAMMATION","CD244"
"3797","CAUSES INFLAMMATION","SHC3"
"3798","CAUSES INFLAMMATION","PRF1"
"3799","CAUSES INFLAMMATION","KIR2DL5A"
"3800","CAUSES INFLAMMATION","PTPN6"
"3801","CAUSES INFLAMMATION","RAC3"
"3802","CAUSES INFLAMMATION","BID"
"3803","CAUSES INFLAMMATION","SH3BP2"
"3804","CAUSES INFLAMMATION","SHC1"
"3805","CAUSES INFLAMMATION","SOS1"
"3806","CAUSES INFLAMMATION","SOS2"
"3807","CAUSES INFLAMMATION","BRAF"
"3808","CAUSES INFLAMMATION","TYROBP"
"3809","CAUSES INFLAMMATION","VAV1"
"3810","CAUSES INFLAMMATION","VAV2"
"3811","CAUSES INFLAMMATION","LAT2"
"3812","CAUSES INFLAMMATION","ZAP70"
"3813","CAUSES INFLAMMATION","ULBP3"
"3814","CAUSES INFLAMMATION","ULBP2"
"3815","CAUSES INFLAMMATION","ULBP1"
"3816","CAUSES INFLAMMATION","TNFSF10"
"3817","CAUSES INFLAMMATION","TNFRSF10B"
"3818","CAUSES INFLAMMATION","TNFRSF10A"
"3819","CAUSES INFLAMMATION","CD247"
"3820","CAUSES INFLAMMATION","NCR2"
"3821","CAUSES INFLAMMATION","NCR1"
"3822","CAUSES INFLAMMATION","CD48"
"3823","CAUSES INFLAMMATION","PSME3"
"3824","CAUSES INFLAMMATION","IFI30"
"3825","CAUSES INFLAMMATION","LOC112268355"
"3826","CAUSES INFLAMMATION","KIR3DL3"
"3827","CAUSES INFLAMMATION","CREB1"
"3828","CAUSES INFLAMMATION","CTSL"
"3829","CAUSES INFLAMMATION","CTSS"
"3830","CAUSES INFLAMMATION","PDIA3"
"3831","CAUSES INFLAMMATION","HLA-F"
"3832","CAUSES INFLAMMATION","HSPA1A"
"3833","CAUSES INFLAMMATION","HSPA1B"
"3834","CAUSES INFLAMMATION","HSPA1L"
"3835","CAUSES INFLAMMATION","HSPA2"
"3836","CAUSES INFLAMMATION","HSPA4"
"3837","CAUSES INFLAMMATION","HSPA5"
"3838","CAUSES INFLAMMATION","HSPA6"
"3839","CAUSES INFLAMMATION","HSPA8"
"3840","CAUSES INFLAMMATION","KIR3DS1"
"3841","CAUSES INFLAMMATION","CIITA"
"3842","CAUSES INFLAMMATION","NFYA"
"3843","CAUSES INFLAMMATION","NFYB"
"3844","CAUSES INFLAMMATION","NFYC"
"3845","CAUSES INFLAMMATION","LGMN"
"3846","CAUSES INFLAMMATION","B2M"
"3847","CAUSES INFLAMMATION","PSME1"
"3848","CAUSES INFLAMMATION","PSME2"
"3849","CAUSES INFLAMMATION","RFX5"
"3850","CAUSES INFLAMMATION","RFXAP"
"3851","CAUSES INFLAMMATION","TAP1"
"3852","CAUSES INFLAMMATION","TAP2"
"3853","CAUSES INFLAMMATION","TAPBP"
"3854","CAUSES INFLAMMATION","CALR"
"3855","CAUSES INFLAMMATION","CANX"
"3856","CAUSES INFLAMMATION","KLRC4"
"3857","CAUSES INFLAMMATION","RFXANK"
"3858","CAUSES INFLAMMATION","CD74"
"3859","CAUSES INFLAMMATION","CDK4"
"3860","CAUSES INFLAMMATION","PAK4"
"3861","CAUSES INFLAMMATION","BUB1B-PAK6"
"3862","CAUSES INFLAMMATION","CTLA4"
"3863","CAUSES INFLAMMATION","DLG1"
"3864","CAUSES INFLAMMATION","PPP2R3B"
"3865","CAUSES INFLAMMATION","GSK3B"
"3866","CAUSES INFLAMMATION","ICOS"
"3867","CAUSES INFLAMMATION","ITK"
"3868","CAUSES INFLAMMATION","NCK1"
"3869","CAUSES INFLAMMATION","NFKBIE"
"3870","CAUSES INFLAMMATION","PAK2"
"3871","CAUSES INFLAMMATION","PAK3"
"3872","CAUSES INFLAMMATION","PDCD1"
"3873","CAUSES INFLAMMATION","PDPK1"
"3874","CAUSES INFLAMMATION","PPP2R3C"
"3875","CAUSES INFLAMMATION","PPP2CA"
"3876","CAUSES INFLAMMATION","PPP2CB"
"3877","CAUSES INFLAMMATION","PPP2R1A"
"3878","CAUSES INFLAMMATION","PPP2R1B"
"3879","CAUSES INFLAMMATION","PPP2R2A"
"3880","CAUSES INFLAMMATION","PPP2R2B"
"3881","CAUSES INFLAMMATION","PPP2R2C"
"3882","CAUSES INFLAMMATION","PPP2R3A"
"3883","CAUSES INFLAMMATION","PPP2R5A"
"3884","CAUSES INFLAMMATION","PPP2R5B"
"3885","CAUSES INFLAMMATION","PPP2R5C"
"3886","CAUSES INFLAMMATION","PPP2R5D"
"3887","CAUSES INFLAMMATION","PPP2R5E"
"3888","CAUSES INFLAMMATION","PPP2R2D"
"3889","CAUSES INFLAMMATION","PRKCQ"
"3890","CAUSES INFLAMMATION","PAK6"
"3891","CAUSES INFLAMMATION","PAK5"
"3892","CAUSES INFLAMMATION","PTPRC"
"3893","CAUSES INFLAMMATION","TEC"
"3894","CAUSES INFLAMMATION","NCK2"
"3895","CAUSES INFLAMMATION","CARD11"
"3896","CAUSES INFLAMMATION","CD28"
"3897","CAUSES INFLAMMATION","GRAP2"
"3898","CAUSES INFLAMMATION","CD40LG"
"3899","CAUSES INFLAMMATION","CDC42"
"3900","CAUSES INFLAMMATION","DLL3"
"3901","CAUSES INFLAMMATION","RBPJL"
"3902","CAUSES INFLAMMATION","JAG1"
"3903","CAUSES INFLAMMATION","GATA3"
"3904","CAUSES INFLAMMATION","DLL1"
"3905","CAUSES INFLAMMATION","TBX21"
"3906","CAUSES INFLAMMATION","RBPJ"
"3907","CAUSES INFLAMMATION","IL2RB"
"3908","CAUSES INFLAMMATION","IL2RG"
"3909","CAUSES INFLAMMATION","IL12RB1"
"3910","CAUSES INFLAMMATION","IL12RB2"
"3911","CAUSES INFLAMMATION","IL13"
"3912","CAUSES INFLAMMATION","JAG2"
"3913","CAUSES INFLAMMATION","JAK2"
"3914","CAUSES INFLAMMATION","JAK3"
"3915","CAUSES INFLAMMATION","MAF"
"3916","CAUSES INFLAMMATION","NOTCH1"
"3917","CAUSES INFLAMMATION","NOTCH2"
"3918","CAUSES INFLAMMATION","NOTCH3"
"3919","CAUSES INFLAMMATION","DLL4"
"3920","CAUSES INFLAMMATION","MAML3"
"3921","CAUSES INFLAMMATION","STAT4"
"3922","CAUSES INFLAMMATION","STAT5A"
"3923","CAUSES INFLAMMATION","STAT5B"
"3924","CAUSES INFLAMMATION","STAT6"
"3925","CAUSES INFLAMMATION","MAML2"
"3926","CAUSES INFLAMMATION","RUNX3"
"3927","CAUSES INFLAMMATION","MAML1"
"3928","CAUSES INFLAMMATION","EBI3"
"3929","CAUSES INFLAMMATION","IL17F"
"3930","CAUSES INFLAMMATION","IL23R"
"3931","CAUSES INFLAMMATION","AHR"
"3932","CAUSES INFLAMMATION","IL27"
"3933","CAUSES INFLAMMATION","HIF1A"
"3934","CAUSES INFLAMMATION","IL1RAP"
"3935","CAUSES INFLAMMATION","IL6ST"
"3936","CAUSES INFLAMMATION","IL17A"
"3937","CAUSES INFLAMMATION","IRF4"
"3938","CAUSES INFLAMMATION","SMAD2"
"3939","CAUSES INFLAMMATION","SMAD3"
"3940","CAUSES INFLAMMATION","SMAD4"
"3941","CAUSES INFLAMMATION","IL21R"
"3942","CAUSES INFLAMMATION","IL22"
"3943","CAUSES INFLAMMATION","FOXP3"
"3944","CAUSES INFLAMMATION","IL21"
"3945","CAUSES INFLAMMATION","RARA"
"3946","CAUSES INFLAMMATION","RORA"
"3947","CAUSES INFLAMMATION","RORC"
"3948","CAUSES INFLAMMATION","RXRA"
"3949","CAUSES INFLAMMATION","RXRB"
"3950","CAUSES INFLAMMATION","RXRG"
"3951","CAUSES INFLAMMATION","STAT3"
"3952","CAUSES INFLAMMATION","TGFB1"
"3953","CAUSES INFLAMMATION","TGFBR1"
"3954","CAUSES INFLAMMATION","TGFBR2"
"3955","CAUSES INFLAMMATION","RUNX1"
"3956","CAUSES INFLAMMATION","IL27RA"
"3957","CAUSES INFLAMMATION","CEBPB"
"3958","CAUSES INFLAMMATION","TRAF3IP2"
"3959","CAUSES INFLAMMATION","IL17RE"
"3960","CAUSES INFLAMMATION","ELAVL1"
"3961","CAUSES INFLAMMATION","MAPK15"
"3962","CAUSES INFLAMMATION","FOSB"
"3963","CAUSES INFLAMMATION","IL17RA"
"3964","CAUSES INFLAMMATION","IL17C"
"3965","CAUSES INFLAMMATION","IL17B"
"3966","CAUSES INFLAMMATION","USP25"
"3967","CAUSES INFLAMMATION","S100A7A"
"3968","CAUSES INFLAMMATION","JUND"
"3969","CAUSES INFLAMMATION","LCN2"
"3970","CAUSES INFLAMMATION","MMP1"
"3971","CAUSES INFLAMMATION","MMP3"
"3972","CAUSES INFLAMMATION","MMP9"
"3973","CAUSES INFLAMMATION","MMP13"
"3974","CAUSES INFLAMMATION","MUC5AC"
"3975","CAUSES INFLAMMATION","ANAPC5"
"3976","CAUSES INFLAMMATION","IL17RB"
"3977","CAUSES INFLAMMATION","MAPK4"
"3978","CAUSES INFLAMMATION","MAPK6"
"3979","CAUSES INFLAMMATION","MAPK7"
"3980","CAUSES INFLAMMATION","S100A7"
"3981","CAUSES INFLAMMATION","S100A8"
"3982","CAUSES INFLAMMATION","S100A9"
"3983","CAUSES INFLAMMATION","CCL7"
"3984","CAUSES INFLAMMATION","CCL11"
"3985","CAUSES INFLAMMATION","CCL20"
"3986","CAUSES INFLAMMATION","CXCL6"
"3987","CAUSES INFLAMMATION","CXCL5"
"3988","CAUSES INFLAMMATION","SRSF1"
"3989","CAUSES INFLAMMATION","IL25"
"3990","CAUSES INFLAMMATION","HSP90B1"
"3991","CAUSES INFLAMMATION","MUC5B"
"3992","CAUSES INFLAMMATION","FOSL1"
"3993","CAUSES INFLAMMATION","IL17RC"
"3994","CAUSES INFLAMMATION","TRAF4"
"3995","CAUSES INFLAMMATION","LOC102725035"
"3996","CAUSES INFLAMMATION","LILRB2"
"3997","CAUSES INFLAMMATION","LOC107987425"
"3998","CAUSES INFLAMMATION","LOC107987441"
"3999","CAUSES INFLAMMATION","LOC107987462"
"4000","CAUSES INFLAMMATION","LILRB1"
"4001","CAUSES INFLAMMATION","LILRB5"
"4002","CAUSES INFLAMMATION","LILRB4"
"4003","CAUSES INFLAMMATION","LILRA1"
"4004","CAUSES INFLAMMATION","LILRB3"
"4005","CAUSES INFLAMMATION","LILRA3"
"4006","CAUSES INFLAMMATION","LILRA2"
"4007","CAUSES INFLAMMATION","LOC112268336"
"4008","CAUSES INFLAMMATION","LOC112268337"
"4009","CAUSES INFLAMMATION","LOC112268340"
"4010","CAUSES INFLAMMATION","PIK3AP1"
"4011","CAUSES INFLAMMATION","FCGR2B"
"4012","CAUSES INFLAMMATION","LILRA4"
"4013","CAUSES INFLAMMATION","RASGRP3"
"4014","CAUSES INFLAMMATION","DAPP1"
"4015","CAUSES INFLAMMATION","BLNK"
"4016","CAUSES INFLAMMATION","LILRA5"
"4017","CAUSES INFLAMMATION","INPP5D"
"4018","CAUSES INFLAMMATION","INPPL1"
"4019","CAUSES INFLAMMATION","BANK1"
"4020","CAUSES INFLAMMATION","BLK"
"4021","CAUSES INFLAMMATION","LILRA6"
"4022","CAUSES INFLAMMATION","IFITM1"
"4023","CAUSES INFLAMMATION","CD72"
"4024","CAUSES INFLAMMATION","CD79A"
"4025","CAUSES INFLAMMATION","CD79B"
"4026","CAUSES INFLAMMATION","CD81"
"4027","CAUSES INFLAMMATION","FCER1A"
"4028","CAUSES INFLAMMATION","MS4A2"
"4029","CAUSES INFLAMMATION","ALOX5"
"4030","CAUSES INFLAMMATION","ALOX5AP"
"4031","CAUSES INFLAMMATION","GAB2"
"4032","CAUSES INFLAMMATION","ARPC5"
"4033","CAUSES INFLAMMATION","ARPC4"
"4034","CAUSES INFLAMMATION","ARPC3"
"4035","CAUSES INFLAMMATION","ARPC1B"
"4036","CAUSES INFLAMMATION","ACTR3"
"4037","CAUSES INFLAMMATION","ACTR2"
"4038","CAUSES INFLAMMATION","ARPC2"
"4039","CAUSES INFLAMMATION","WASF2"
"4040","CAUSES INFLAMMATION","ARPC1A"
"4041","CAUSES INFLAMMATION","CFL1"
"4042","CAUSES INFLAMMATION","CFL2"
"4043","CAUSES INFLAMMATION","WASF3"
"4044","CAUSES INFLAMMATION","CRK"
"4045","CAUSES INFLAMMATION","CRKL"
"4046","CAUSES INFLAMMATION","DNM2"
"4047","CAUSES INFLAMMATION","DOCK1"
"4048","CAUSES INFLAMMATION","PIP5K1C"
"4049","CAUSES INFLAMMATION","AMPH"
"4050","CAUSES INFLAMMATION","BIN1"
"4051","CAUSES INFLAMMATION","GSN"
"4052","CAUSES INFLAMMATION","HCK"
"4053","CAUSES INFLAMMATION","ARF6"
"4054","CAUSES INFLAMMATION","LIMK1"
"4055","CAUSES INFLAMMATION","LIMK2"
"4056","CAUSES INFLAMMATION","MARCKS"
"4057","CAUSES INFLAMMATION","MYO10"
"4058","CAUSES INFLAMMATION","ASAP1"
"4059","CAUSES INFLAMMATION","PLD1"
"4060","CAUSES INFLAMMATION","PLD2"
"4061","CAUSES INFLAMMATION","ASAP3"
"4062","CAUSES INFLAMMATION","PRKCE"
"4063","CAUSES INFLAMMATION","SPHK2"
"4064","CAUSES INFLAMMATION","ACTR3B"
"4065","CAUSES INFLAMMATION","RPS6KB1"
"4066","CAUSES INFLAMMATION","RPS6KB2"
"4067","CAUSES INFLAMMATION","MARCKSL1"
"4068","CAUSES INFLAMMATION","ACTR3C"
"4069","CAUSES INFLAMMATION","WAS"
"4070","CAUSES INFLAMMATION","ARPC5L"
"4071","CAUSES INFLAMMATION","PIP5K1A"
"4072","CAUSES INFLAMMATION","PIP5K1B"
"4073","CAUSES INFLAMMATION","PLA2G6"
"4074","CAUSES INFLAMMATION","SCIN"
"4075","CAUSES INFLAMMATION","PLPP1"
"4076","CAUSES INFLAMMATION","PLPP2"
"4077","CAUSES INFLAMMATION","PLPP3"
"4078","CAUSES INFLAMMATION","ASAP2"
"4079","CAUSES INFLAMMATION","SPHK1"
"4080","CAUSES INFLAMMATION","WASF1"
"4081","CAUSES INFLAMMATION","CLDN24"
"4082","CAUSES INFLAMMATION","CLDN34"
"4083","CAUSES INFLAMMATION","CDH5"
"4084","CAUSES INFLAMMATION","OCLN"
"4085","CAUSES INFLAMMATION","MYL9"
"4086","CAUSES INFLAMMATION","RAPGEF3"
"4087","CAUSES INFLAMMATION","CLDN16"
"4088","CAUSES INFLAMMATION","RAPGEF4"
"4089","CAUSES INFLAMMATION","CLDN4"
"4090","CAUSES INFLAMMATION","CLDN3"
"4091","CAUSES INFLAMMATION","CLDN7"
"4092","CAUSES INFLAMMATION","CLDN23"
"4093","CAUSES INFLAMMATION","CLDN19"
"4094","CAUSES INFLAMMATION","CTNNA1"
"4095","CAUSES INFLAMMATION","CTNNA2"
"4096","CAUSES INFLAMMATION","CTNNB1"
"4097","CAUSES INFLAMMATION","CTNND1"
"4098","CAUSES INFLAMMATION","CLDN14"
"4099","CAUSES INFLAMMATION","CLDN15"
"4100","CAUSES INFLAMMATION","CLDN17"
"4101","CAUSES INFLAMMATION","CTNNA3"
"4102","CAUSES INFLAMMATION","MYL11"
"4103","CAUSES INFLAMMATION","ARHGAP5"
"4104","CAUSES INFLAMMATION","RHOH"
"4105","CAUSES INFLAMMATION","CD99"
"4106","CAUSES INFLAMMATION","AFDN"
"4107","CAUSES INFLAMMATION","MMP2"
"4108","CAUSES INFLAMMATION","MSN"
"4109","CAUSES INFLAMMATION","MYL2"
"4110","CAUSES INFLAMMATION","MYL5"
"4111","CAUSES INFLAMMATION","CLDN20"
"4112","CAUSES INFLAMMATION","CLDN11"
"4113","CAUSES INFLAMMATION","F11R"
"4114","CAUSES INFLAMMATION","CLDN18"
"4115","CAUSES INFLAMMATION","PECAM1"
"4116","CAUSES INFLAMMATION","CLDN22"
"4117","CAUSES INFLAMMATION","PTK2"
"4118","CAUSES INFLAMMATION","PXN"
"4119","CAUSES INFLAMMATION","JAM2"
"4120","CAUSES INFLAMMATION","MYL7"
"4121","CAUSES INFLAMMATION","CXCL12"
"4122","CAUSES INFLAMMATION","CLDN25"
"4123","CAUSES INFLAMMATION","SIPA1"
"4124","CAUSES INFLAMMATION","THY1"
"4125","CAUSES INFLAMMATION","CLDN5"
"4126","CAUSES INFLAMMATION","TXK"
"4127","CAUSES INFLAMMATION","VCAM1"
"4128","CAUSES INFLAMMATION","VCL"
"4129","CAUSES INFLAMMATION","EZR"
"4130","CAUSES INFLAMMATION","CXCR4"
"4131","CAUSES INFLAMMATION","ACTN4"
"4132","CAUSES INFLAMMATION","RASSF5"
"4133","CAUSES INFLAMMATION","CD99L2"
"4134","CAUSES INFLAMMATION","JAM3"
"4135","CAUSES INFLAMMATION","ACTN1"
"4136","CAUSES INFLAMMATION","CLDN12"
"4137","CAUSES INFLAMMATION","CLDN10"
"4138","CAUSES INFLAMMATION","CLDN8"
"4139","CAUSES INFLAMMATION","CLDN6"
"4140","CAUSES INFLAMMATION","CLDN2"
"4141","CAUSES INFLAMMATION","CLDN1"
"4142","CAUSES INFLAMMATION","CLDN9"
"4143","CAUSES INFLAMMATION","ESAM"
"4144","CAUSES INFLAMMATION","MYL10"
"4145","CAUSES INFLAMMATION","BCAR1"
"4146","CAUSES INFLAMMATION","LOC102723996"
"4147","CAUSES INFLAMMATION","TNFSF13B"
"4148","CAUSES INFLAMMATION","CCR9"
"4149","CAUSES INFLAMMATION","TNFRSF13C"
"4150","CAUSES INFLAMMATION","ICOSLG"
"4151","CAUSES INFLAMMATION","TNFRSF13B"
"4152","CAUSES INFLAMMATION","CCR10"
"4153","CAUSES INFLAMMATION","IL15"
"4154","CAUSES INFLAMMATION","IL15RA"
"4155","CAUSES INFLAMMATION","ITGB7"
"4156","CAUSES INFLAMMATION","LTBR"
"4157","CAUSES INFLAMMATION","PIGR"
"4158","CAUSES INFLAMMATION","CCL28"
"4159","CAUSES INFLAMMATION","AICDA"
"4160","CAUSES INFLAMMATION","TNFRSF17"
"4161","CAUSES INFLAMMATION","CCL25"
"4162","CAUSES INFLAMMATION","MADCAM1"
"4163","CAUSES INFLAMMATION","TNFSF13"
"4164","CAUSES INFLAMMATION","CCL26"
"4165","CAUSES INFLAMMATION","CXCL13"
"4166","CAUSES INFLAMMATION","CXCR6"
"4167","CAUSES INFLAMMATION","GNB5"
"4168","CAUSES INFLAMMATION","CCL27"
"4169","CAUSES INFLAMMATION","CCR1"
"4170","CAUSES INFLAMMATION","CCR3"
"4171","CAUSES INFLAMMATION","CCR4"
"4172","CAUSES INFLAMMATION","CCR5"
"4173","CAUSES INFLAMMATION","CCR6"
"4174","CAUSES INFLAMMATION","CCR7"
"4175","CAUSES INFLAMMATION","CCR8"
"4176","CAUSES INFLAMMATION","GRK7"
"4177","CAUSES INFLAMMATION","CX3CR1"
"4178","CAUSES INFLAMMATION","GRK2"
"4179","CAUSES INFLAMMATION","GRK3"
"4180","CAUSES INFLAMMATION","DOCK2"
"4181","CAUSES INFLAMMATION","FGR"
"4182","CAUSES INFLAMMATION","FOXO3"
"4183","CAUSES INFLAMMATION","GNB1"
"4184","CAUSES INFLAMMATION","GNB2"
"4185","CAUSES INFLAMMATION","GNB3"
"4186","CAUSES INFLAMMATION","GNG3"
"4187","CAUSES INFLAMMATION","GNG4"
"4188","CAUSES INFLAMMATION","GNG5"
"4189","CAUSES INFLAMMATION","GNG7"
"4190","CAUSES INFLAMMATION","GNG10"
"4191","CAUSES INFLAMMATION","GNG11"
"4192","CAUSES INFLAMMATION","GNGT1"
"4193","CAUSES INFLAMMATION","GNGT2"
"4194","CAUSES INFLAMMATION","XCR1"
"4195","CAUSES INFLAMMATION","CXCR3"
"4196","CAUSES INFLAMMATION","GRK4"
"4197","CAUSES INFLAMMATION","GRK5"
"4198","CAUSES INFLAMMATION","GRK6"
"4199","CAUSES INFLAMMATION","GSK3A"
"4200","CAUSES INFLAMMATION","CXCR1"
"4201","CAUSES INFLAMMATION","CXCR2"
"4202","CAUSES INFLAMMATION","ARRB1"
"4203","CAUSES INFLAMMATION","ARRB2"
"4204","CAUSES INFLAMMATION","GNG13"
"4205","CAUSES INFLAMMATION","PF4"
"4206","CAUSES INFLAMMATION","PF4V1"
"4207","CAUSES INFLAMMATION","GNG2"
"4208","CAUSES INFLAMMATION","PPBP"
"4209","CAUSES INFLAMMATION","GNG12"
"4210","CAUSES INFLAMMATION","PARD3"
"4211","CAUSES INFLAMMATION","BAD"
"4212","CAUSES INFLAMMATION","PREX1"
"4213","CAUSES INFLAMMATION","CXCL16"
"4214","CAUSES INFLAMMATION","GNB4"
"4215","CAUSES INFLAMMATION","GRK1"
"4216","CAUSES INFLAMMATION","CCL1"
"4217","CAUSES INFLAMMATION","CCL8"
"4218","CAUSES INFLAMMATION","CCL13"
"4219","CAUSES INFLAMMATION","CCL14"
"4220","CAUSES INFLAMMATION","CCL15"
"4221","CAUSES INFLAMMATION","CCL16"
"4222","CAUSES INFLAMMATION","CCL18"
"4223","CAUSES INFLAMMATION","CCL19"
"4224","CAUSES INFLAMMATION","CCL21"
"4225","CAUSES INFLAMMATION","CCL23"
"4226","CAUSES INFLAMMATION","CCL24"
"4227","CAUSES INFLAMMATION","XCL1"
"4228","CAUSES INFLAMMATION","CX3CL1"
"4229","CAUSES INFLAMMATION","CXCR5"
"4230","CAUSES INFLAMMATION","XCL2"
"4231","CAUSES INFLAMMATION","TIAM1"
"4232","CAUSES INFLAMMATION","CCR2"
"4233","CAUSES INFLAMMATION","GNG8"
"4234","CAUSES INFLAMMATION","CXCL14"
"4235","CAUSES INFLAMMATION","ELMO1"
"4236","CAUSES INFLAMMATION","RGS14"
"4237","CAUSES INFLAMMATION","EFNA4-EFNA3"
"4238","CAUSES INFLAMMATION","CNR1"
"4239","CAUSES INFLAMMATION","ADORA2A"
"4240","CAUSES INFLAMMATION","ADORA2B"
"4241","CAUSES INFLAMMATION","DRD2"
"4242","CAUSES INFLAMMATION","LPAR1"
"4243","CAUSES INFLAMMATION","EFNA1"
"4244","CAUSES INFLAMMATION","EFNA2"
"4245","CAUSES INFLAMMATION","EFNA3"
"4246","CAUSES INFLAMMATION","EFNA4"
"4247","CAUSES INFLAMMATION","EFNA5"
"4248","CAUSES INFLAMMATION","EGF"
"4249","CAUSES INFLAMMATION","EGFR"
"4250","CAUSES INFLAMMATION","EPHA2"
"4251","CAUSES INFLAMMATION","FGF1"
"4252","CAUSES INFLAMMATION","FGF2"
"4253","CAUSES INFLAMMATION","FGF3"
"4254","CAUSES INFLAMMATION","FGF4"
"4255","CAUSES INFLAMMATION","FGF5"
"4256","CAUSES INFLAMMATION","FGF6"
"4257","CAUSES INFLAMMATION","FGF7"
"4258","CAUSES INFLAMMATION","FGF8"
"4259","CAUSES INFLAMMATION","FGF9"
"4260","CAUSES INFLAMMATION","FGF10"
"4261","CAUSES INFLAMMATION","FGFR1"
"4262","CAUSES INFLAMMATION","FGFR3"
"4263","CAUSES INFLAMMATION","FGFR2"
"4264","CAUSES INFLAMMATION","FGFR4"
"4265","CAUSES INFLAMMATION","VEGFD"
"4266","CAUSES INFLAMMATION","SIPA1L3"
"4267","CAUSES INFLAMMATION","FLT1"
"4268","CAUSES INFLAMMATION","FLT4"
"4269","CAUSES INFLAMMATION","LPAR3"
"4270","CAUSES INFLAMMATION","PRKD3"
"4271","CAUSES INFLAMMATION","FYB1"
"4272","CAUSES INFLAMMATION","PRKD2"
"4273","CAUSES INFLAMMATION","SIPA1L1"
"4274","CAUSES INFLAMMATION","MAGI3"
"4275","CAUSES INFLAMMATION","FGF20"
"4276","CAUSES INFLAMMATION","FGF21"
"4277","CAUSES INFLAMMATION","FGF22"
"4278","CAUSES INFLAMMATION","GNAO1"
"4279","CAUSES INFLAMMATION","ANGPT1"
"4280","CAUSES INFLAMMATION","LPAR4"
"4281","CAUSES INFLAMMATION","ANGPT2"
"4282","CAUSES INFLAMMATION","RAPGEF1"
"4283","CAUSES INFLAMMATION","GRIN1"
"4284","CAUSES INFLAMMATION","GRIN2A"
"4285","CAUSES INFLAMMATION","GRIN2B"
"4286","CAUSES INFLAMMATION","HGF"
"4287","CAUSES INFLAMMATION","ID1"
"4288","CAUSES INFLAMMATION","PFN3"
"4289","CAUSES INFLAMMATION","IGF1"
"4290","CAUSES INFLAMMATION","IGF1R"
"4291","CAUSES INFLAMMATION","INS"
"4292","CAUSES INFLAMMATION","INSR"
"4293","CAUSES INFLAMMATION","PFN4"
"4294","CAUSES INFLAMMATION","KDR"
"4295","CAUSES INFLAMMATION","MET"
"4296","CAUSES INFLAMMATION","NGF"
"4297","CAUSES INFLAMMATION","NGFR"
"4298","CAUSES INFLAMMATION","PARD6A"
"4299","CAUSES INFLAMMATION","PLCE1"
"4300","CAUSES INFLAMMATION","ANGPT4"
"4301","CAUSES INFLAMMATION","EVL"
"4302","CAUSES INFLAMMATION","PDGFA"
"4303","CAUSES INFLAMMATION","PDGFB"
"4304","CAUSES INFLAMMATION","PDGFRA"
"4305","CAUSES INFLAMMATION","PDGFRB"
"4306","CAUSES INFLAMMATION","RAPGEF6"
"4307","CAUSES INFLAMMATION","PFN1"
"4308","CAUSES INFLAMMATION","PFN2"
"4309","CAUSES INFLAMMATION","PGF"
"4310","CAUSES INFLAMMATION","ENAH"
"4311","CAUSES INFLAMMATION","PRKD1"
"4312","CAUSES INFLAMMATION","PDGFC"
"4313","CAUSES INFLAMMATION","LPAR5"
"4314","CAUSES INFLAMMATION","SIPA1L2"
"4315","CAUSES INFLAMMATION","RALA"
"4316","CAUSES INFLAMMATION","RALB"
