"","KC_term","gene"
"9245","CAUSES MITOCHONDRIAL DYSFUNCTION","NDUFS6"
"9246","CAUSES MITOCHONDRIAL DYSFUNCTION","NDUFS7"
"9247","CAUSES MITOCHONDRIAL DYSFUNCTION","NDUFS8"
"9248","CAUSES MITOCHONDRIAL DYSFUNCTION","NDUFV1"
"9249","CAUSES MITOCHONDRIAL DYSFUNCTION","NDUFV2"
"9250","CAUSES MITOCHONDRIAL DYSFUNCTION","NDUFV3"
"9251","CAUSES MITOCHONDRIAL DYSFUNCTION","NNT"
"9252","CAUSES MITOCHONDRIAL DYSFUNCTION","NUBPL"
"9253","CAUSES MITOCHONDRIAL DYSFUNCTION","OGDH"
"9254","CAUSES MITOCHONDRIAL DYSFUNCTION","PDHA1"
"9255","CAUSES MITOCHONDRIAL DYSFUNCTION","PDHA2"
"9256","CAUSES MITOCHONDRIAL DYSFUNCTION","PDHB"
"9257","CAUSES MITOCHONDRIAL DYSFUNCTION","PDHX"
"9258","CAUSES MITOCHONDRIAL DYSFUNCTION","PDK1"
"9259","CAUSES MITOCHONDRIAL DYSFUNCTION","PDK2"
"9260","CAUSES MITOCHONDRIAL DYSFUNCTION","PDK3"
"9261","CAUSES MITOCHONDRIAL DYSFUNCTION","PDK4"
"9262","CAUSES MITOCHONDRIAL DYSFUNCTION","PDP1"
"9263","CAUSES MITOCHONDRIAL DYSFUNCTION","PDP2"
"9264","CAUSES MITOCHONDRIAL DYSFUNCTION","PDPR"
"9265","CAUSES MITOCHONDRIAL DYSFUNCTION","PM20D1"
"9266","CAUSES MITOCHONDRIAL DYSFUNCTION","PPARD"
"9267","CAUSES MITOCHONDRIAL DYSFUNCTION","RXRA"
"9268","CAUSES MITOCHONDRIAL DYSFUNCTION","SCO1"
"9269","CAUSES MITOCHONDRIAL DYSFUNCTION","SCO2"
"9270","CAUSES MITOCHONDRIAL DYSFUNCTION","SDHA"
"9271","CAUSES MITOCHONDRIAL DYSFUNCTION","SDHB"
"9272","CAUSES MITOCHONDRIAL DYSFUNCTION","SDHC"
"9273","CAUSES MITOCHONDRIAL DYSFUNCTION","SDHD"
"9274","CAUSES MITOCHONDRIAL DYSFUNCTION","SLC16A1"
"9275","CAUSES MITOCHONDRIAL DYSFUNCTION","SLC16A3"
"9276","CAUSES MITOCHONDRIAL DYSFUNCTION","SLC16A8"
"9277","CAUSES MITOCHONDRIAL DYSFUNCTION","SLC25A14"
"9278","CAUSES MITOCHONDRIAL DYSFUNCTION","SLC25A27"
"9279","CAUSES MITOCHONDRIAL DYSFUNCTION","SUCLA2"
"9280","CAUSES MITOCHONDRIAL DYSFUNCTION","SUCLG1"
"9281","CAUSES MITOCHONDRIAL DYSFUNCTION","SUCLG2"
"9282","CAUSES MITOCHONDRIAL DYSFUNCTION","SURF1"
"9283","CAUSES MITOCHONDRIAL DYSFUNCTION","TACO1"
"9284","CAUSES MITOCHONDRIAL DYSFUNCTION","TIMMDC1"
"9285","CAUSES MITOCHONDRIAL DYSFUNCTION","TMEM126B"
"9286","CAUSES MITOCHONDRIAL DYSFUNCTION","TMEM186"
"9287","CAUSES MITOCHONDRIAL DYSFUNCTION","TRAP1"
"9288","CAUSES MITOCHONDRIAL DYSFUNCTION","UCP1"
"9289","CAUSES MITOCHONDRIAL DYSFUNCTION","UCP2"
"9290","CAUSES MITOCHONDRIAL DYSFUNCTION","UCP3"
"9291","CAUSES MITOCHONDRIAL DYSFUNCTION","UQCR10"
"9292","CAUSES MITOCHONDRIAL DYSFUNCTION","UQCR11"
"9293","CAUSES MITOCHONDRIAL DYSFUNCTION","UQCRB"
"9294","CAUSES MITOCHONDRIAL DYSFUNCTION","UQCRC1"
"9295","CAUSES MITOCHONDRIAL DYSFUNCTION","UQCRC2"
"9296","CAUSES MITOCHONDRIAL DYSFUNCTION","UQCRFS1"
"9297","CAUSES MITOCHONDRIAL DYSFUNCTION","UQCRH"
"9298","CAUSES MITOCHONDRIAL DYSFUNCTION","UQCRQ"
"9299","CAUSES MITOCHONDRIAL DYSFUNCTION","VDAC1"
"9300","CAUSES MITOCHONDRIAL DYSFUNCTION","ABCC8"
"9301","CAUSES MITOCHONDRIAL DYSFUNCTION","ACACA"
"9302","CAUSES MITOCHONDRIAL DYSFUNCTION","ACACB"
"9303","CAUSES MITOCHONDRIAL DYSFUNCTION","ACLY"
"9304","CAUSES MITOCHONDRIAL DYSFUNCTION","ACSL3"
"9305","CAUSES MITOCHONDRIAL DYSFUNCTION","ACSL4"
"9306","CAUSES MITOCHONDRIAL DYSFUNCTION","ADCY1"
"9307","CAUSES MITOCHONDRIAL DYSFUNCTION","ADCY2"
"9308","CAUSES MITOCHONDRIAL DYSFUNCTION","ADCY3"
"9309","CAUSES MITOCHONDRIAL DYSFUNCTION","ADCY4"
"9310","CAUSES MITOCHONDRIAL DYSFUNCTION","ADCY5"
"9311","CAUSES MITOCHONDRIAL DYSFUNCTION","ADCY6"
"9312","CAUSES MITOCHONDRIAL DYSFUNCTION","ADCY7"
"9313","CAUSES MITOCHONDRIAL DYSFUNCTION","ADCY8"
"9314","CAUSES MITOCHONDRIAL DYSFUNCTION","ADCY9"
"9315","CAUSES MITOCHONDRIAL DYSFUNCTION","ADIPOQ"
"9316","CAUSES MITOCHONDRIAL DYSFUNCTION","ADIPOR1"
"9317","CAUSES MITOCHONDRIAL DYSFUNCTION","ADIPOR2"
"9318","CAUSES MITOCHONDRIAL DYSFUNCTION","ADRA2A"
"9319","CAUSES MITOCHONDRIAL DYSFUNCTION","ADRA2C"
"9320","CAUSES MITOCHONDRIAL DYSFUNCTION","AGPAT1"
"9321","CAUSES MITOCHONDRIAL DYSFUNCTION","AHCYL1"
"9322","CAUSES MITOCHONDRIAL DYSFUNCTION","AKAP5"
"9323","CAUSES MITOCHONDRIAL DYSFUNCTION","CACNA1A"
"9324","CAUSES MITOCHONDRIAL DYSFUNCTION","CACNA1C"
"9325","CAUSES MITOCHONDRIAL DYSFUNCTION","CACNA1D"
"9326","CAUSES MITOCHONDRIAL DYSFUNCTION","CACNA1E"
"9327","CAUSES MITOCHONDRIAL DYSFUNCTION","CACNA2D2"
"9328","CAUSES MITOCHONDRIAL DYSFUNCTION","CACNB2"
"9329","CAUSES MITOCHONDRIAL DYSFUNCTION","CACNB3"
"9330","CAUSES MITOCHONDRIAL DYSFUNCTION","CD36"
"9331","CAUSES MITOCHONDRIAL DYSFUNCTION","CHRM3"
"9332","CAUSES MITOCHONDRIAL DYSFUNCTION","FASN"
"9333","CAUSES MITOCHONDRIAL DYSFUNCTION","FFAR1"
"9334","CAUSES MITOCHONDRIAL DYSFUNCTION","GCG"
"9335","CAUSES MITOCHONDRIAL DYSFUNCTION","GCGR"
"9336","CAUSES MITOCHONDRIAL DYSFUNCTION","GLP1R"
"9337","CAUSES MITOCHONDRIAL DYSFUNCTION","GNA11"
"9338","CAUSES MITOCHONDRIAL DYSFUNCTION","GNA14"
"9339","CAUSES MITOCHONDRIAL DYSFUNCTION","GNA15"
"9340","CAUSES MITOCHONDRIAL DYSFUNCTION","GNAI1"
"9341","CAUSES MITOCHONDRIAL DYSFUNCTION","GNAI2"
"9342","CAUSES MITOCHONDRIAL DYSFUNCTION","GNAQ"
"9343","CAUSES MITOCHONDRIAL DYSFUNCTION","GNAS"
"9344","CAUSES MITOCHONDRIAL DYSFUNCTION","GNB1"
"9345","CAUSES MITOCHONDRIAL DYSFUNCTION","GNB2"
"9346","CAUSES MITOCHONDRIAL DYSFUNCTION","GNB3"
"9347","CAUSES MITOCHONDRIAL DYSFUNCTION","GNB4"
"9348","CAUSES MITOCHONDRIAL DYSFUNCTION","GNB5"
"9349","CAUSES MITOCHONDRIAL DYSFUNCTION","GNG10"
"9350","CAUSES MITOCHONDRIAL DYSFUNCTION","GNG11"
"9351","CAUSES MITOCHONDRIAL DYSFUNCTION","GNG12"
"9352","CAUSES MITOCHONDRIAL DYSFUNCTION","GNG13"
"9353","CAUSES MITOCHONDRIAL DYSFUNCTION","GNG2"
"9354","CAUSES MITOCHONDRIAL DYSFUNCTION","GNG3"
"9355","CAUSES MITOCHONDRIAL DYSFUNCTION","GNG4"
"9356","CAUSES MITOCHONDRIAL DYSFUNCTION","GNG5"
"9357","CAUSES MITOCHONDRIAL DYSFUNCTION","GNG7"
"9358","CAUSES MITOCHONDRIAL DYSFUNCTION","GNG8"
"9359","CAUSES MITOCHONDRIAL DYSFUNCTION","GNGT1"
"9360","CAUSES MITOCHONDRIAL DYSFUNCTION","GNGT2"
"9361","CAUSES MITOCHONDRIAL DYSFUNCTION","INS"
"9362","CAUSES MITOCHONDRIAL DYSFUNCTION","IQGAP1"
"9363","CAUSES MITOCHONDRIAL DYSFUNCTION","ITPR1"
"9364","CAUSES MITOCHONDRIAL DYSFUNCTION","ITPR2"
"9365","CAUSES MITOCHONDRIAL DYSFUNCTION","ITPR3"
"9366","CAUSES MITOCHONDRIAL DYSFUNCTION","KCNB1"
"9367","CAUSES MITOCHONDRIAL DYSFUNCTION","KCNC2"
"9368","CAUSES MITOCHONDRIAL DYSFUNCTION","KCNG2"
"9369","CAUSES MITOCHONDRIAL DYSFUNCTION","KCNJ11"
"9370","CAUSES MITOCHONDRIAL DYSFUNCTION","KCNS3"
"9371","CAUSES MITOCHONDRIAL DYSFUNCTION","MARCKS"
"9372","CAUSES MITOCHONDRIAL DYSFUNCTION","MLX"
"9373","CAUSES MITOCHONDRIAL DYSFUNCTION","MLXIPL"
"9374","CAUSES MITOCHONDRIAL DYSFUNCTION","PFKFB1"
"9375","CAUSES MITOCHONDRIAL DYSFUNCTION","PKLR"
"9376","CAUSES MITOCHONDRIAL DYSFUNCTION","PLCB1"
"9377","CAUSES MITOCHONDRIAL DYSFUNCTION","PLCB2"
"9378","CAUSES MITOCHONDRIAL DYSFUNCTION","PLCB3"
"9379","CAUSES MITOCHONDRIAL DYSFUNCTION","PPP2CA"
"9380","CAUSES MITOCHONDRIAL DYSFUNCTION","PPP2CB"
"9381","CAUSES MITOCHONDRIAL DYSFUNCTION","PPP2R1A"
"9382","CAUSES MITOCHONDRIAL DYSFUNCTION","PPP2R1B"
"9383","CAUSES MITOCHONDRIAL DYSFUNCTION","PPP2R5D"
"9384","CAUSES MITOCHONDRIAL DYSFUNCTION","PRKAA2"
"9385","CAUSES MITOCHONDRIAL DYSFUNCTION","PRKAB2"
"9386","CAUSES MITOCHONDRIAL DYSFUNCTION","PRKACA"
"9387","CAUSES MITOCHONDRIAL DYSFUNCTION","PRKACB"
"9388","CAUSES MITOCHONDRIAL DYSFUNCTION","PRKACG"
"9389","CAUSES MITOCHONDRIAL DYSFUNCTION","PRKAG2"
"9390","CAUSES MITOCHONDRIAL DYSFUNCTION","PRKAR1A"
"9391","CAUSES MITOCHONDRIAL DYSFUNCTION","PRKAR1B"
"9392","CAUSES MITOCHONDRIAL DYSFUNCTION","PRKAR2A"
"9393","CAUSES MITOCHONDRIAL DYSFUNCTION","PRKAR2B"
"9394","CAUSES MITOCHONDRIAL DYSFUNCTION","PRKCA"
"9395","CAUSES MITOCHONDRIAL DYSFUNCTION","RAP1A"
"9396","CAUSES MITOCHONDRIAL DYSFUNCTION","RAPGEF3"
"9397","CAUSES MITOCHONDRIAL DYSFUNCTION","RAPGEF4"
"9398","CAUSES MITOCHONDRIAL DYSFUNCTION","SLC2A1"
"9399","CAUSES MITOCHONDRIAL DYSFUNCTION","SLC2A2"
"9400","CAUSES MITOCHONDRIAL DYSFUNCTION","SNAP25"
"9401","CAUSES MITOCHONDRIAL DYSFUNCTION","STK11"
"9402","CAUSES MITOCHONDRIAL DYSFUNCTION","STX1A"
"9403","CAUSES MITOCHONDRIAL DYSFUNCTION","STXBP1"
"9404","CAUSES MITOCHONDRIAL DYSFUNCTION","SYT5"
"9405","CAUSES MITOCHONDRIAL DYSFUNCTION","TALDO1"
"9406","CAUSES MITOCHONDRIAL DYSFUNCTION","TKT"
"9407","CAUSES MITOCHONDRIAL DYSFUNCTION","VAMP2"
"9408","CAUSES MITOCHONDRIAL DYSFUNCTION","ACAA2"
"9409","CAUSES MITOCHONDRIAL DYSFUNCTION","ACAD10"
"9410","CAUSES MITOCHONDRIAL DYSFUNCTION","ACAD11"
"9411","CAUSES MITOCHONDRIAL DYSFUNCTION","ACADL"
"9412","CAUSES MITOCHONDRIAL DYSFUNCTION","ACADM"
"9413","CAUSES MITOCHONDRIAL DYSFUNCTION","ACADS"
"9414","CAUSES MITOCHONDRIAL DYSFUNCTION","ACADVL"
"9415","CAUSES MITOCHONDRIAL DYSFUNCTION","ACBD6"
"9416","CAUSES MITOCHONDRIAL DYSFUNCTION","ACBD7"
"9417","CAUSES MITOCHONDRIAL DYSFUNCTION","ACOT1"
"9418","CAUSES MITOCHONDRIAL DYSFUNCTION","ACOT11"
"9419","CAUSES MITOCHONDRIAL DYSFUNCTION","ACOT12"
"9420","CAUSES MITOCHONDRIAL DYSFUNCTION","ACOT13"
"9421","CAUSES MITOCHONDRIAL DYSFUNCTION","ACOT2"
"9422","CAUSES MITOCHONDRIAL DYSFUNCTION","ACOT7"
"9423","CAUSES MITOCHONDRIAL DYSFUNCTION","ACOT7L"
"9424","CAUSES MITOCHONDRIAL DYSFUNCTION","ACOT9"
"9425","CAUSES MITOCHONDRIAL DYSFUNCTION","ACSF2"
"9426","CAUSES MITOCHONDRIAL DYSFUNCTION","ACSM3"
"9427","CAUSES MITOCHONDRIAL DYSFUNCTION","ACSM6"
"9428","CAUSES MITOCHONDRIAL DYSFUNCTION","DBI"
"9429","CAUSES MITOCHONDRIAL DYSFUNCTION","DECR1"
"9430","CAUSES MITOCHONDRIAL DYSFUNCTION","ECHS1"
"9431","CAUSES MITOCHONDRIAL DYSFUNCTION","ECI1"
"9432","CAUSES MITOCHONDRIAL DYSFUNCTION","HADH"
"9433","CAUSES MITOCHONDRIAL DYSFUNCTION","HADHA"
"9434","CAUSES MITOCHONDRIAL DYSFUNCTION","HADHB"
"9435","CAUSES MITOCHONDRIAL DYSFUNCTION","MCAT"
"9436","CAUSES MITOCHONDRIAL DYSFUNCTION","MCEE"
"9437","CAUSES MITOCHONDRIAL DYSFUNCTION","MECR"
"9438","CAUSES MITOCHONDRIAL DYSFUNCTION","MMAA"
"9439","CAUSES MITOCHONDRIAL DYSFUNCTION","MMUT"
"9440","CAUSES MITOCHONDRIAL DYSFUNCTION","PCCA"
"9441","CAUSES MITOCHONDRIAL DYSFUNCTION","PCCB"
"9442","CAUSES MITOCHONDRIAL DYSFUNCTION","PCTP"
"9443","CAUSES MITOCHONDRIAL DYSFUNCTION","THEM4"
"9444","CAUSES MITOCHONDRIAL DYSFUNCTION","THEM5"
"9445","CAUSES MITOCHONDRIAL DYSFUNCTION","MTERF1"
"9446","CAUSES MITOCHONDRIAL DYSFUNCTION","POLRMT"
"9447","CAUSES MITOCHONDRIAL DYSFUNCTION","TFAM"
"9448","CAUSES MITOCHONDRIAL DYSFUNCTION","TFB2M"
"9449","CAUSES MITOCHONDRIAL DYSFUNCTION","AURKAIP1"
"9450","CAUSES MITOCHONDRIAL DYSFUNCTION","CHCHD1"
"9451","CAUSES MITOCHONDRIAL DYSFUNCTION","DAP3"
"9452","CAUSES MITOCHONDRIAL DYSFUNCTION","ERAL1"
"9453","CAUSES MITOCHONDRIAL DYSFUNCTION","GADD45GIP1"
"9454","CAUSES MITOCHONDRIAL DYSFUNCTION","GFM1"
"9455","CAUSES MITOCHONDRIAL DYSFUNCTION","GFM2"
"9456","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL1"
"9457","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL10"
"9458","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL11"
"9459","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL12"
"9460","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL13"
"9461","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL14"
"9462","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL15"
"9463","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL16"
"9464","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL17"
"9465","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL18"
"9466","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL19"
"9467","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL2"
"9468","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL20"
"9469","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL21"
"9470","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL22"
"9471","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL23"
"9472","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL24"
"9473","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL27"
"9474","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL28"
"9475","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL3"
"9476","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL30"
"9477","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL32"
"9478","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL33"
"9479","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL34"
"9480","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL35"
"9481","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL36"
"9482","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL37"
"9483","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL38"
"9484","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL39"
"9485","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL4"
"9486","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL40"
"9487","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL41"
"9488","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL42"
"9489","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL43"
"9490","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL44"
"9491","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL45"
"9492","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL46"
"9493","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL47"
"9494","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL48"
"9495","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL49"
"9496","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL50"
"9497","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL51"
"9498","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL52"
"9499","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL53"
"9500","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL54"
"9501","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL55"
"9502","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL57"
"9503","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL58"
"9504","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPL9"
"9505","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS10"
"9506","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS11"
"9507","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS12"
"9508","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS14"
"9509","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS15"
"9510","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS16"
"9511","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS17"
"9512","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS18A"
"9513","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS18B"
"9514","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS18C"
"9515","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS2"
"9516","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS21"
"9517","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS22"
"9518","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS23"
"9519","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS24"
"9520","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS25"
"9521","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS26"
"9522","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS27"
"9523","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS28"
"9524","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS30"
"9525","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS31"
"9526","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS33"
"9527","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS34"
"9528","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS35"
"9529","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS36"
"9530","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS5"
"9531","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS6"
"9532","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS7"
"9533","CAUSES MITOCHONDRIAL DYSFUNCTION","MRPS9"
"9534","CAUSES MITOCHONDRIAL DYSFUNCTION","MRRF"
"9535","CAUSES MITOCHONDRIAL DYSFUNCTION","MT-RNR1"
"9536","CAUSES MITOCHONDRIAL DYSFUNCTION","MT-RNR2"
"9537","CAUSES MITOCHONDRIAL DYSFUNCTION","MT-TV"
"9538","CAUSES MITOCHONDRIAL DYSFUNCTION","MTFMT"
"9539","CAUSES MITOCHONDRIAL DYSFUNCTION","MTIF2"
"9540","CAUSES MITOCHONDRIAL DYSFUNCTION","MTIF3"
"9541","CAUSES MITOCHONDRIAL DYSFUNCTION","MTRF1L"
"9542","CAUSES MITOCHONDRIAL DYSFUNCTION","OXA1L"
"9543","CAUSES MITOCHONDRIAL DYSFUNCTION","PTCD3"
"9544","CAUSES MITOCHONDRIAL DYSFUNCTION","TSFM"
"9545","CAUSES MITOCHONDRIAL DYSFUNCTION","TUFM"
"9546","CAUSES MITOCHONDRIAL DYSFUNCTION","AARS2"
"9547","CAUSES MITOCHONDRIAL DYSFUNCTION","CARS2"
"9548","CAUSES MITOCHONDRIAL DYSFUNCTION","DARS2"
"9549","CAUSES MITOCHONDRIAL DYSFUNCTION","EARS2"
"9550","CAUSES MITOCHONDRIAL DYSFUNCTION","FARS2"
"9551","CAUSES MITOCHONDRIAL DYSFUNCTION","GARS1"
"9552","CAUSES MITOCHONDRIAL DYSFUNCTION","HARS2"
"9553","CAUSES MITOCHONDRIAL DYSFUNCTION","IARS2"
"9554","CAUSES MITOCHONDRIAL DYSFUNCTION","KARS1"
"9555","CAUSES MITOCHONDRIAL DYSFUNCTION","LARS2"
"9556","CAUSES MITOCHONDRIAL DYSFUNCTION","MARS2"
"9557","CAUSES MITOCHONDRIAL DYSFUNCTION","NARS2"
"9558","CAUSES MITOCHONDRIAL DYSFUNCTION","PARS2"
"9559","CAUSES MITOCHONDRIAL DYSFUNCTION","PPA2"
"9560","CAUSES MITOCHONDRIAL DYSFUNCTION","QARS1"
"9561","CAUSES MITOCHONDRIAL DYSFUNCTION","RARS2"
"9562","CAUSES MITOCHONDRIAL DYSFUNCTION","SARS2"
"9563","CAUSES MITOCHONDRIAL DYSFUNCTION","TARS2"
"9564","CAUSES MITOCHONDRIAL DYSFUNCTION","VARS2"
"9565","CAUSES MITOCHONDRIAL DYSFUNCTION","WARS2"
"9566","CAUSES MITOCHONDRIAL DYSFUNCTION","YARS2"
"9567","CAUSES MITOCHONDRIAL DYSFUNCTION","AFG3L2"
"9568","CAUSES MITOCHONDRIAL DYSFUNCTION","AKAP1"
"9569","CAUSES MITOCHONDRIAL DYSFUNCTION","C2orf47"
"9570","CAUSES MITOCHONDRIAL DYSFUNCTION","LETM1"
"9571","CAUSES MITOCHONDRIAL DYSFUNCTION","MCU"
"9572","CAUSES MITOCHONDRIAL DYSFUNCTION","MCUB"
"9573","CAUSES MITOCHONDRIAL DYSFUNCTION","MICU1"
"9574","CAUSES MITOCHONDRIAL DYSFUNCTION","MICU2"
"9575","CAUSES MITOCHONDRIAL DYSFUNCTION","MICU3"
"9576","CAUSES MITOCHONDRIAL DYSFUNCTION","PARL"
"9577","CAUSES MITOCHONDRIAL DYSFUNCTION","PHB"
"9578","CAUSES MITOCHONDRIAL DYSFUNCTION","PHB2"
"9579","CAUSES MITOCHONDRIAL DYSFUNCTION","PMPCA"
"9580","CAUSES MITOCHONDRIAL DYSFUNCTION","PMPCB"
"9581","CAUSES MITOCHONDRIAL DYSFUNCTION","SLC8A3"
"9582","CAUSES MITOCHONDRIAL DYSFUNCTION","SLC8B1"
"9583","CAUSES MITOCHONDRIAL DYSFUNCTION","SMDT1"
"9584","CAUSES MITOCHONDRIAL DYSFUNCTION","SPG7"
"9585","CAUSES MITOCHONDRIAL DYSFUNCTION","STOML2"
"9586","CAUSES MITOCHONDRIAL DYSFUNCTION","VDAC2"
"9587","CAUSES MITOCHONDRIAL DYSFUNCTION","VDAC3"
"9588","CAUSES MITOCHONDRIAL DYSFUNCTION","YME1L1"
"9589","CAUSES MITOCHONDRIAL DYSFUNCTION","ABCB10"
"9590","CAUSES MITOCHONDRIAL DYSFUNCTION","ABCB6"
"9591","CAUSES MITOCHONDRIAL DYSFUNCTION","ABCB7"
"9592","CAUSES MITOCHONDRIAL DYSFUNCTION","ABCB8"
"9593","CAUSES MITOCHONDRIAL DYSFUNCTION","AGO1"
"9594","CAUSES MITOCHONDRIAL DYSFUNCTION","AGO3"
"9595","CAUSES MITOCHONDRIAL DYSFUNCTION","AGO4"
"9596","CAUSES MITOCHONDRIAL DYSFUNCTION","BMI1"
"9597","CAUSES MITOCHONDRIAL DYSFUNCTION","CBX2"
"9598","CAUSES MITOCHONDRIAL DYSFUNCTION","CBX4"
"9599","CAUSES MITOCHONDRIAL DYSFUNCTION","CBX6"
"9600","CAUSES MITOCHONDRIAL DYSFUNCTION","CBX8"
"9601","CAUSES MITOCHONDRIAL DYSFUNCTION","CDK4"
"9602","CAUSES MITOCHONDRIAL DYSFUNCTION","CDK6"
"9603","CAUSES MITOCHONDRIAL DYSFUNCTION","CDKN2A"
"9604","CAUSES MITOCHONDRIAL DYSFUNCTION","CDKN2B"
"9605","CAUSES MITOCHONDRIAL DYSFUNCTION","CDKN2C"
"9606","CAUSES MITOCHONDRIAL DYSFUNCTION","CDKN2D"
"9607","CAUSES MITOCHONDRIAL DYSFUNCTION","E2F1"
"9608","CAUSES MITOCHONDRIAL DYSFUNCTION","E2F2"
"9609","CAUSES MITOCHONDRIAL DYSFUNCTION","E2F3"
"9610","CAUSES MITOCHONDRIAL DYSFUNCTION","EED"
"9611","CAUSES MITOCHONDRIAL DYSFUNCTION","EZH2"
"9612","CAUSES MITOCHONDRIAL DYSFUNCTION","FOS"
"9613","CAUSES MITOCHONDRIAL DYSFUNCTION","H2AB1"
"9614","CAUSES MITOCHONDRIAL DYSFUNCTION","H2AC14"
"9615","CAUSES MITOCHONDRIAL DYSFUNCTION","H2AC18"
"9616","CAUSES MITOCHONDRIAL DYSFUNCTION","H2AC20"
"9617","CAUSES MITOCHONDRIAL DYSFUNCTION","H2AC4"
"9618","CAUSES MITOCHONDRIAL DYSFUNCTION","H2AC6"
"9619","CAUSES MITOCHONDRIAL DYSFUNCTION","H2AC7"
"9620","CAUSES MITOCHONDRIAL DYSFUNCTION","H2AFX"
"9621","CAUSES MITOCHONDRIAL DYSFUNCTION","H2AJ"
"9622","CAUSES MITOCHONDRIAL DYSFUNCTION","H2AZ2"
"9623","CAUSES MITOCHONDRIAL DYSFUNCTION","H2BC1"
